"dataset","region","scale","train","method","variant","min_spikes","threshold_sec","threshold_status","method_warning","detected_event_n","elapsed_sec"
"synthetic_v2.3_holdout","synthetic","1x","S0047","LogISI/newBD","harmonized_4_spikes",4,NA,"unresolved_no_valley_void_ge_threshold","",7,0.0179999999999989
"synthetic_v2.3_holdout","synthetic","1x","S0048","LogISI/newBD","harmonized_4_spikes",4,0.177827941003892,"resolved","",5,0.0150000000000006
"synthetic_v2.3_holdout","synthetic","1x","S0050","LogISI/newBD","harmonized_4_spikes",4,0.223872113856834,"resolved","",4,0.0139999999999993
"synthetic_v2.3_holdout","synthetic","4x","S0051","LogISI/newBD","harmonized_4_spikes",4,0.446683592150963,"resolved","",10,0.0589999999999993
"synthetic_v2.3_holdout","synthetic","10x","S0053","LogISI/newBD","harmonized_4_spikes",4,2.81838293126445,"resolved_above_reasonable_threshold","",4,0.0129999999999999
"synthetic_v2.3_holdout","synthetic","10x","S0054","LogISI/newBD","harmonized_4_spikes",4,2.23872113856834,"resolved_above_reasonable_threshold","",4,0.0129999999999999
"synthetic_v2.3_holdout","synthetic","10x","S0057","LogISI/newBD","harmonized_4_spikes",4,2.23872113856834,"resolved_above_reasonable_threshold","",4,0.0129999999999999
"synthetic_v2.3_holdout","synthetic","1x","S0059","LogISI/newBD","harmonized_4_spikes",4,NA,"unresolved_only_one_principal_peak","",3,0.00999999999999979
"synthetic_v2.3_holdout","synthetic","10x","S0060","LogISI/newBD","harmonized_4_spikes",4,2.23872113856834,"resolved_above_reasonable_threshold","",2,0.0119999999999987
"real_GPe","GPe","observed","LT1D10.651_SPK 01a","LogISI/newBD","harmonized_4_spikes",4,0.177827941003892,"resolved","",7,0.0519999999999996
"real_GPe","GPe","observed","LT1D11.372_SPK 01a","LogISI/newBD","harmonized_4_spikes",4,NA,"unresolved_only_one_principal_peak","",12,0.0549999999999997
"real_GPe","GPe","observed","LT1D11.711_SPK 01a","LogISI/newBD","harmonized_4_spikes",4,0.177827941003892,"resolved","",7,0.0440000000000005
"real_GPe","GPe","observed","LT1D12.665_SPK 01b","LogISI/newBD","harmonized_4_spikes",4,NA,"unresolved_only_one_principal_peak","",3,0.0489999999999995
"real_GPe","GPe","observed","LT1D13.519_SPK 01a","LogISI/newBD","harmonized_4_spikes",4,0.0707945784384138,"resolved","",5,0.016
"real_GPe","GPe","observed","RT1D10.682_SPK 01a","LogISI/newBD","harmonized_4_spikes",4,0.112201845430196,"resolved","",3,0.0469999999999988
"real_GPe","GPe","observed","RT1D10.861_SPK 01a","LogISI/newBD","harmonized_4_spikes",4,0.112201845430196,"resolved","",4,0.0500000000000007
"real_GPe","GPe","observed","RT1D11.282_SPK 01a","LogISI/newBD","harmonized_4_spikes",4,NA,"unresolved_only_one_principal_peak","",38,0.0890000000000004
"real_GPe","GPe","observed","RT1D12.415_SPK 01a","LogISI/newBD","harmonized_4_spikes",4,0.0354813389233575,"resolved","",26,0.0709999999999997
"real_GPe","GPe","observed","RT1D12.621_SPK 01a","LogISI/newBD","harmonized_4_spikes",4,0.281838293126445,"resolved","",12,0.0549999999999997
"real_GPe","GPe","observed","RT1D13.043_SPK 01a","LogISI/newBD","harmonized_4_spikes",4,0.177827941003892,"resolved","",6,0.0530000000000008
"real_GPe","GPe","observed","RT1D13.657_SPK 01a","LogISI/newBD","harmonized_4_spikes",4,0.112201845430196,"resolved","",7,0.048
"real_GPe","GPe","observed","RT1D13.825_SPK 01a","LogISI/newBD","harmonized_4_spikes",4,NA,"unresolved_only_one_principal_peak","",2,0.0359999999999996
"real_STN","STN","observed","LT1D-1.77_Fon_nw_minus_7_08_minus_1_1","LogISI/newBD","harmonized_4_spikes",4,0.0223872113856834,"resolved","",64,0.126999999999999
"real_STN","STN","observed","LT1D-1.77_Fon_nw_minus_7_08_minus_1_2","LogISI/newBD","harmonized_4_spikes",4,0.141253754462276,"resolved","",16,0.0570000000000004
"real_STN","STN","observed","LT1D00.83_fon1_1_nw_minus_7_08_minus_1_1","LogISI/newBD","harmonized_4_spikes",4,0.112201845430196,"resolved","",18,0.059000000000001
"real_STN","STN","observed","LT1D00.83_fon1_2_nw_minus_7_08_minus_1_2","LogISI/newBD","harmonized_4_spikes",4,0.141253754462276,"resolved","",15,0.0599999999999987
"real_STN","STN","observed","LT1D01.96_fon_nw_minus_7_08_minus_1_1","LogISI/newBD","harmonized_4_spikes",4,0.141253754462276,"resolved","",30,0.0760000000000005
"real_STN","STN","observed","LT1D01.96_fon_nw_minus_7_08_minus_1_2","LogISI/newBD","harmonized_4_spikes",4,0.223872113856834,"resolved","",22,0.0749999999999993
"real_STN","STN","observed","LT1D03.44_fon1_1_nw_minus_7_09_minus_1_1","LogISI/newBD","harmonized_4_spikes",4,0.223872113856834,"resolved","",21,0.0679999999999996
"real_STN","STN","observed","LT1D03.44_fon_nw_minus_7_09_minus_1_2","LogISI/newBD","harmonized_4_spikes",4,NA,"unresolved_no_valley_void_ge_threshold","",27,0.0709999999999997
"real_STN","STN","observed","LT1D04.16_fon1_1_nw_minus_7_08_minus_1_1","LogISI/newBD","harmonized_4_spikes",4,NA,"unresolved_no_valley_void_ge_threshold","",11,0.0549999999999997
"real_STN","STN","observed","LT1D04.16_fon1_3_nw_minus_7_08_minus_1_3","LogISI/newBD","harmonized_4_spikes",4,NA,"unresolved_no_valley_void_ge_threshold","",39,0.0879999999999992
"real_STN","STN","observed","RT1D-0.15_fon1_1_nw_minus_7_08_minus_1_1","LogISI/newBD","harmonized_4_spikes",4,0.0891250938133746,"resolved","",9,0.0530000000000008
"real_STN","STN","observed","RT1D-0.15_fon1_2_nw_minus_7_08_minus_1_2","LogISI/newBD","harmonized_4_spikes",4,NA,"unresolved_only_one_principal_peak","",8,0.0540000000000003
"real_STN","STN","observed","RT1D00.82_fon_nw_minus_7_08_minus_1_2","LogISI/newBD","harmonized_4_spikes",4,NA,"unresolved_no_valley_void_ge_threshold","",29,0.0800000000000001
"real_STN","STN","observed","RT2D00.44_fon2_nw_minus_7_08_minus_1_2","LogISI/newBD","harmonized_4_spikes",4,0.0112201845430196,"resolved","",13,0.0570000000000004
"real_STN","STN","observed","RT2D00.96_fon_nw_minus_7_08_minus_1_1","LogISI/newBD","harmonized_4_spikes",4,NA,"unresolved_only_one_principal_peak","",16,0.059000000000001
"real_STN","STN","observed","RT2D02.09_fon_nw_minus_7_08_minus_1_1","LogISI/newBD","harmonized_4_spikes",4,NA,"unresolved_no_valley_void_ge_threshold","",27,0.0760000000000005
"real_STN","STN","observed","RT2D02.09_fon_nw_minus_7_08_minus_1_3","LogISI/newBD","harmonized_4_spikes",4,0.707945784384139,"resolved","",14,0.0579999999999998
"real_STN","STN","observed","RT2D03.41_fon_nw_minus_7_08_minus_1_2","LogISI/newBD","harmonized_4_spikes",4,NA,"unresolved_only_one_principal_peak","",16,0.0609999999999999
"real_STN","STN","observed","RT2D03.41_fon_nw_minus_7_08_minus_1_3","LogISI/newBD","harmonized_4_spikes",4,0.141253754462276,"resolved","",12,0.0589999999999993
"real_STN","STN","observed","RT2D03.89_fon_nw_minus_7_08_minus_1_1","LogISI/newBD","harmonized_4_spikes",4,0.0891250938133746,"resolved","",16,0.0619999999999994
"real_STN","STN","observed","RT2D03.89_fon_nw_minus_7_08_minus_1_2","LogISI/newBD","harmonized_4_spikes",4,0.177827941003892,"resolved","",33,0.088000000000001
"real_STN","STN","observed","RT2D04.18_fon1_1_nw_minus_7_09_minus_1_1","LogISI/newBD","harmonized_4_spikes",4,0.141253754462276,"resolved","",34,0.0890000000000004
"real_STN","STN","observed","RT2D04.18_fon1_2_nw_minus_7_09_minus_1_2","LogISI/newBD","harmonized_4_spikes",4,0.141253754462276,"resolved","",27,0.077
"real_GPi","GPi","observed","LT1D01.687_nw-7 (flag 1)","LogISI/newBD","harmonized_4_spikes",4,0.0562341325190349,"resolved","",8,0.048
"real_GPi","GPi","observed","LT1D01.687_nw-7 (flag 2)","LogISI/newBD","harmonized_4_spikes",4,0.141253754462276,"resolved","",5,0.0470000000000006
"real_GPi","GPi","observed","LT1D01_687_nw_7_09_1_1","LogISI/newBD","harmonized_4_spikes",4,NA,"unresolved_no_valley_void_ge_threshold","",1,0.0370000000000008
"real_GPi","GPi","observed","LT1D01_687_nw_7_09_1_2","LogISI/newBD","harmonized_4_spikes",4,NA,"unresolved_no_valley_void_ge_threshold","",3,0.0419999999999998
"real_GPi","GPi","observed","LT1D02.236_nw-7 (flag 1)","LogISI/newBD","harmonized_4_spikes",4,0.223872113856834,"resolved","",9,0.0510000000000002
"real_GPi","GPi","observed","LT1D03.010_nw-7 (flag 1)","LogISI/newBD","harmonized_4_spikes",4,0.0562341325190349,"resolved","",27,0.0700000000000003
"real_GPi","GPi","observed","LT1D03.775_nw-7 (flag 1)","LogISI/newBD","harmonized_4_spikes",4,0.0562341325190349,"resolved","",7,0.0449999999999999
"real_GPi","GPi","observed","LT1D04.464_nw-7 (flag 1)","LogISI/newBD","harmonized_4_spikes",4,NA,"unresolved_only_one_principal_peak","",1,0.0390000000000015
"real_GPi","GPi","observed","LT1D04.934_nw-7 (flag 1)","LogISI/newBD","harmonized_4_spikes",4,0.0562341325190349,"resolved","",19,0.0619999999999994
"real_GPi","GPi","observed","LT1D06_308_nw_8_09_1_1","LogISI/newBD","harmonized_4_spikes",4,NA,"unresolved_only_one_principal_peak","",4,0.0429999999999993
"real_GPi","GPi","observed","LT1D06_308_nw_8_09_1_2","LogISI/newBD","harmonized_4_spikes",4,NA,"unresolved_no_valley_void_ge_threshold","",20,0.0620000000000012
"real_GPi","GPi","observed","RT1D01.597_nw-7 (flag 1)","LogISI/newBD","harmonized_4_spikes",4,0.112201845430196,"resolved","",2,0.0410000000000004
"real_GPi","GPi","observed","RT1D01.597_nw-7 (flag 2)","LogISI/newBD","harmonized_4_spikes",4,NA,"unresolved_no_valley_void_ge_threshold","",16,0.0560000000000009
"real_GPi","GPi","observed","RT1D03.300_nw-7 (flag 1)","LogISI/newBD","harmonized_4_spikes",4,NA,"unresolved_only_one_principal_peak","",1,0.0370000000000008
"real_GPi","GPi","observed","RT1D03.300_nw-7 (flag 2)","LogISI/newBD","harmonized_4_spikes",4,0.177827941003892,"resolved","",13,0.0519999999999996
"real_GPi","GPi","observed","RT1D03.744_nw-7 (flag 1)","LogISI/newBD","harmonized_4_spikes",4,0.0446683592150963,"resolved","",31,0.077
"real_GPi","GPi","observed","RT1D06.715_nw-7 (flag 1)","LogISI/newBD","harmonized_4_spikes",4,NA,"unresolved_only_one_principal_peak","",2,0.0389999999999997
"real_GPi","GPi","observed","RT1D06_441_nw_3_01_1_1-1","LogISI/newBD","harmonized_4_spikes",4,0.0562341325190349,"resolved","",12,0.0519999999999996
"real_GPi","GPi","observed","RT1D06_441_nw_3_01_1_1-2","LogISI/newBD","harmonized_4_spikes",4,NA,"unresolved_only_one_principal_peak","",6,0.0460000000000012
"real_GPi","GPi","observed","RT1D06_441_nw_3_01_1_2-1","LogISI/newBD","harmonized_4_spikes",4,0.281838293126445,"resolved","",11,0.0540000000000003
"real_GPi","GPi","observed","RT1D06_441_nw_3_01_1_2-2","LogISI/newBD","harmonized_4_spikes",4,0.0562341325190349,"resolved","",29,0.0680000000000014
