"dataset","region","estimand","scale","method","iou_threshold","metric","observed","ci_low","ci_high","bootstrap_n","bootstrap_unit"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","10x","Mean-ISI",0.25,"precision",0.46078431372549,0.388939393939394,0.536842105263158,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","10x","Mean-ISI",0.25,"recall",0.626666666666667,0.56,0.693333333333333,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","10x","Mean-ISI",0.25,"f1",0.531073446327684,0.461538461538462,0.607107142857143,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","10x","Mean-ISI",0.5,"precision",0.254901960784314,0.221057289240801,0.29,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","10x","Mean-ISI",0.5,"recall",0.346666666666667,0.306666666666667,0.386666666666667,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","10x","Mean-ISI",0.5,"f1",0.293785310734463,0.258083491461101,0.327678659926653,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","10x","STPD",0.1,"precision",0.451807228915663,0.418994413407821,0.487012987012987,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","10x","STPD",0.1,"recall",1,1,1,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","10x","STPD",0.1,"f1",0.622406639004149,0.590551181102362,0.655021834061135,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","10x","STPD",0.25,"precision",0.451807228915663,0.418994413407821,0.487012987012987,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","10x","STPD",0.25,"recall",1,1,1,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","10x","STPD",0.25,"f1",0.622406639004149,0.590551181102362,0.655021834061135,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","10x","STPD",0.5,"precision",0.41566265060241,0.374319134078212,0.459106477586829,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","10x","STPD",0.5,"recall",0.92,0.853333333333333,0.973333333333333,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","10x","STPD",0.5,"f1",0.572614107883818,0.523216711033846,0.621276595744681,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","1x","LogISI/newBD",0.1,"precision",0.602564102564103,0.522768847006652,0.68421052631579,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","1x","LogISI/newBD",0.1,"recall",0.626666666666667,0.533333333333333,0.72,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","1x","LogISI/newBD",0.1,"f1",0.61437908496732,0.53522967872595,0.688730971015739,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","1x","LogISI/newBD",0.25,"precision",0.192307692307692,0.119417910447761,0.256033150120234,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","1x","LogISI/newBD",0.25,"recall",0.2,0.107,0.28,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","1x","LogISI/newBD",0.25,"f1",0.196078431372549,0.113618430322672,0.269901593445053,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","1x","LogISI/newBD",0.5,"precision",0.0384615384615385,0,0.0789217361585783,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","1x","LogISI/newBD",0.5,"recall",0.04,0,0.08,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","1x","LogISI/newBD",0.5,"f1",0.0392156862745098,0,0.0794701986754967,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","1x","Mean-ISI",0.1,"precision",0.568627450980392,0.504424778761062,0.633333333333333,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","1x","Mean-ISI",0.1,"recall",0.773333333333333,0.733333333333333,0.8,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","1x","Mean-ISI",0.1,"f1",0.655367231638418,0.606391943581162,0.701754385964912,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","1x","Mean-ISI",0.25,"precision",0.46078431372549,0.384633027522936,0.532608695652174,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","1x","Mean-ISI",0.25,"recall",0.626666666666667,0.546666666666667,0.693333333333333,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","1x","Mean-ISI",0.25,"f1",0.531073446327684,0.456579283887468,0.601127167630058,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","1x","Mean-ISI",0.5,"precision",0.254901960784314,0.219315789473684,0.288659793814433,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","1x","Mean-ISI",0.5,"recall",0.346666666666667,0.293333333333333,0.386666666666667,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","1x","Mean-ISI",0.5,"f1",0.293785310734463,0.254564796905222,0.327678659926653,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","1x","STPD",0.1,"precision",0.451807228915663,0.416666666666667,0.490196078431373,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","1x","STPD",0.1,"recall",1,1,1,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","1x","STPD",0.1,"f1",0.622406639004149,0.588235294117647,0.657894736842105,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","1x","STPD",0.25,"precision",0.44578313253012,0.411135531135531,0.483660130718954,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","1x","STPD",0.25,"recall",0.986666666666667,0.96,1,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","1x","STPD",0.25,"f1",0.614107883817427,0.579155941655942,0.649350649350649,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","1x","STPD",0.5,"precision",0.41566265060241,0.37726204567609,0.458585370865009,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","1x","STPD",0.5,"recall",0.92,0.853333333333333,0.973333333333333,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","1x","STPD",0.5,"f1",0.572614107883818,0.526326619016678,0.621261922230374,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","4x","LogISI/newBD",0.1,"precision",0.694736842105263,0.640011235955056,0.75,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","4x","LogISI/newBD",0.1,"recall",0.88,0.8,0.946666666666667,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","4x","LogISI/newBD",0.1,"f1",0.776470588235294,0.724163137729381,0.824224598930481,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","4x","LogISI/newBD",0.25,"precision",0.589473684210526,0.495049504950495,0.663157894736842,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","4x","LogISI/newBD",0.25,"recall",0.746666666666667,0.6,0.866666666666667,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","4x","LogISI/newBD",0.25,"f1",0.658823529411765,0.545508658008658,0.747126436781609,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","4x","LogISI/newBD",0.5,"precision",0.536842105263158,0.448318965517241,0.61951726342711,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","4x","LogISI/newBD",0.5,"recall",0.68,0.546666666666667,0.813333333333333,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","4x","LogISI/newBD",0.5,"f1",0.6,0.496815286624204,0.696629213483146,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","4x","Mean-ISI",0.1,"precision",0.568627450980392,0.504273504273504,0.637362637362637,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","4x","Mean-ISI",0.1,"recall",0.773333333333333,0.733333333333333,0.8,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","4x","Mean-ISI",0.1,"f1",0.655367231638418,0.607329842931937,0.702380952380952,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","4x","Mean-ISI",0.25,"precision",0.46078431372549,0.39168808411215,0.54345513413506,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","4x","Mean-ISI",0.25,"recall",0.626666666666667,0.546666666666667,0.693333333333333,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","4x","Mean-ISI",0.25,"f1",0.531073446327684,0.463160868272376,0.608187134502924,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","4x","Mean-ISI",0.5,"precision",0.254901960784314,0.222222222222222,0.292909431392577,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","4x","Mean-ISI",0.5,"recall",0.346666666666667,0.306666666666667,0.386666666666667,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","4x","Mean-ISI",0.5,"f1",0.293785310734463,0.258839427662957,0.329411764705882,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","4x","STPD",0.1,"precision",0.451807228915663,0.416666666666667,0.487012987012987,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","4x","STPD",0.1,"recall",1,1,1,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","4x","STPD",0.1,"f1",0.622406639004149,0.588235294117647,0.655021834061135,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","4x","STPD",0.25,"precision",0.44578313253012,0.412429378531073,0.480513072453862,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","4x","STPD",0.25,"recall",0.986666666666667,0.96,1,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","4x","STPD",0.25,"f1",0.614107883817427,0.581402297785602,0.646551724137931,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","4x","STPD",0.5,"precision",0.41566265060241,0.373564797271694,0.453934087937234,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","4x","STPD",0.5,"recall",0.92,0.853333333333333,0.973333333333333,1000,"Template_ID"
"synthetic_v2.3_holdout","synthetic","strict_mechanism","4x","STPD",0.5,"f1",0.572614107883818,0.521018212732564,0.616033755274262,1000,"Template_ID"
